strength,agility,expertise,resistance,life,height,characterType,performance
57,26,47,4,16,1.4,CharacterType.ARCHER,34.82877767784754
41,80,2,14,13,1.6,CharacterType.ARCHER,31.86118121870902
51,38,17,37,7,1.8,CharacterType.ARCHER,30.402393422223568
50,17,59,10,14,1.5,CharacterType.ARCHER,29.692391633532825
85,32,5,9,19,1.6,CharacterType.ARCHER,28.520773672567692
78,28,10,27,7,1.4,CharacterType.ARCHER,28.19798750797239
67,8,47,3,25,2.0,CharacterType.ARCHER,27.785092410695096
48,15,65,18,4,1.7,CharacterType.ARCHER,27.102508296059284
94,23,8,20,5,1.4,CharacterType.ARCHER,26.05806177394578
51,9,65,5,20,1.7,CharacterType.ARCHER,25.775339829747043
44,34,30,39,3,1.6,CharacterType.ARCHER,25.216095880301754
37,53,5,44,11,2.0,CharacterType.ARCHER,25.11431487690786
46,12,57,19,16,1.5,CharacterType.ARCHER,24.688307222638866
27,40,37,3,43,1.9,CharacterType.ARCHER,24.67660440669025
22,82,20,21,5,1.8,CharacterType.ARCHER,23.882691592351804
20,92,22,1,15,1.8,CharacterType.ARCHER,23.527684989842857
98,23,5,16,8,1.6,CharacterType.ARCHER,23.39731194286925
80,10,32,16,12,1.6,CharacterType.ARCHER,23.303832041005766
27,38,44,2,39,1.8,CharacterType.ARCHER,23.20159666935481
33,48,13,5,51,2.0,CharacterType.ARCHER,23.123150761738085
20,80,29,10,11,1.8,CharacterType.ARCHER,22.998044694367678
45,33,14,39,19,1.4,CharacterType.ARCHER,22.746103730862067
38,34,24,39,15,1.4,CharacterType.ARCHER,22.705136395696712
25,35,42,35,13,1.9,CharacterType.ARCHER,22.122229350526293
49,17,37,29,18,1.6,CharacterType.ARCHER,21.856415507270892
19,91,26,9,5,1.4,CharacterType.ARCHER,21.246787322873306
17,89,16,15,13,1.9,CharacterType.ARCHER,21.03065495547434
39,38,12,37,24,1.6,CharacterType.ARCHER,20.594578422353226
49,14,33,34,20,1.5,CharacterType.ARCHER,20.491785865359244
120,15,5,7,3,2.0,CharacterType.ARCHER,20.15946339153717
29,37,21,44,19,1.8,CharacterType.ARCHER,19.60538326626555
44,7,45,33,21,2.0,CharacterType.ARCHER,19.22152340431723
77,12,15,4,42,1.8,CharacterType.ARCHER,19.145740869775082
42,29,11,41,27,1.4,CharacterType.ARCHER,19.05662970153314
37,14,33,46,20,1.9,CharacterType.ARCHER,18.86408160218358
82,8,20,13,27,2.0,CharacterType.ARCHER,18.72084635682573
68,15,14,32,21,1.4,CharacterType.ARCHER,18.562598505126925
20,57,25,22,26,1.5,CharacterType.ARCHER,17.894438112999822
59,5,31,36,19,1.8,CharacterType.ARCHER,17.79935591449828
30,12,51,18,39,1.8,CharacterType.ARCHER,17.797403879535125
49,3,47,4,47,1.7,CharacterType.ARCHER,17.79673924747601
39,33,7,30,41,1.6,CharacterType.ARCHER,17.627721138774227
34,35,2,2,77,1.9,CharacterType.ARCHER,17.619528343173815
68,17,6,43,16,2.0,CharacterType.ARCHER,17.017509050377242
31,48,31,24,16,1.3,CharacterType.ARCHER,16.234873227873184
49,8,30,20,43,1.6,CharacterType.ARCHER,15.683124320622108
20,47,10,6,67,1.9,CharacterType.ARCHER,15.598315906827526
27,38,60,19,6,1.3,CharacterType.ARCHER,15.049497430398388
18,35,30,57,10,1.9,CharacterType.ARCHER,14.476874664030552
50,10,14,12,64,1.9,CharacterType.ARCHER,13.86376769369807
14,43,39,17,37,1.8,CharacterType.ARCHER,13.402501868182853
66,14,3,26,41,2.0,CharacterType.ARCHER,13.32298209152673
61,10,9,26,44,1.8,CharacterType.ARCHER,12.766764077170702
15,26,51,27,31,1.8,CharacterType.ARCHER,12.608562938136505
22,46,1,66,15,1.7,CharacterType.ARCHER,12.54808663120966
13,60,17,35,25,1.8,CharacterType.ARCHER,12.42542123091848
11,35,81,8,15,2.0,CharacterType.ARCHER,11.634235091574848
25,28,31,30,36,1.3,CharacterType.ARCHER,11.560548005714809
34,9,28,2,77,1.6,CharacterType.ARCHER,11.380510109636466
42,2,31,7,68,1.6,CharacterType.ARCHER,11.293732474457642
18,60,31,27,14,1.3,CharacterType.ARCHER,11.290157511339643
19,50,23,21,37,1.3,CharacterType.ARCHER,10.993917788390817
16,4,69,12,49,2.0,CharacterType.ARCHER,10.71276817730109
9,73,21,12,35,1.8,CharacterType.ARCHER,10.053494096201344
11,35,47,9,48,1.6,CharacterType.ARCHER,9.737009307998928
11,43,48,45,3,1.7,CharacterType.ARCHER,9.260950667728999
62,2,14,47,25,1.8,CharacterType.ARCHER,9.107324953257963
8,73,10,15,44,1.9,CharacterType.ARCHER,9.03066573546993
26,3,37,78,6,2.0,CharacterType.ARCHER,8.839526508350342
15,19,63,26,27,1.3,CharacterType.ARCHER,8.764715419769294
8,57,31,13,41,1.4,CharacterType.ARCHER,8.435027684427197
25,2,41,8,74,1.3,CharacterType.ARCHER,8.155810301626978
7,57,33,10,43,2.0,CharacterType.ARCHER,7.843870090132384
16,20,48,52,14,1.3,CharacterType.ARCHER,7.6130543254849306
26,11,11,85,17,1.8,CharacterType.ARCHER,7.386296982356862
8,15,76,36,15,1.9,CharacterType.ARCHER,7.38557345665183
11,13,41,7,78,2.0,CharacterType.ARCHER,7.336892888680925
41,5,11,20,73,1.6,CharacterType.ARCHER,7.318012699231721
23,4,18,52,53,2.0,CharacterType.ARCHER,7.317547942404133
19,3,23,44,61,1.3,CharacterType.ARCHER,7.301143588148005
21,15,5,46,63,1.3,CharacterType.ARCHER,7.103121043466554
13,4,35,27,71,1.5,CharacterType.ARCHER,7.064131165404494
17,21,10,92,10,1.8,CharacterType.ARCHER,6.959224330494699
8,28,33,58,23,1.9,CharacterType.ARCHER,6.957989569208203
7,51,12,29,51,2.0,CharacterType.ARCHER,6.772416364739911
6,50,21,37,36,1.9,CharacterType.ARCHER,6.696178883581713
9,6,112,19,4,1.4,CharacterType.ARCHER,6.578854413156634
18,12,9,30,81,1.9,CharacterType.ARCHER,6.570223744634964
30,8,9,5,98,2.0,CharacterType.ARCHER,6.039215718348591
5,32,74,26,13,1.9,CharacterType.ARCHER,5.904279191008754
18,4,24,9,95,1.7,CharacterType.ARCHER,5.899784521167501
5,27,20,59,39,1.3,CharacterType.ARCHER,5.401011667574555
10,30,19,8,83,1.3,CharacterType.ARCHER,5.347349673103297
8,4,41,9,88,1.8,CharacterType.ARCHER,5.212446431385967
9,33,5,88,15,1.4,CharacterType.ARCHER,5.199578349337375
5,81,11,4,49,1.6,CharacterType.ARCHER,4.982795193607983
5,34,25,14,72,1.5,CharacterType.ARCHER,4.9413242687884145
4,32,52,32,30,1.6,CharacterType.ARCHER,4.887978054057646
5,15,94,24,12,1.8,CharacterType.ARCHER,4.850849282759865
5,6,27,46,66,1.8,CharacterType.ARCHER,4.789941121738009
5,14,72,48,11,1.9,CharacterType.ARCHER,4.607827060938085
7,23,2,77,41,1.9,CharacterType.ARCHER,4.593020871462649
6,22,31,73,18,1.4,CharacterType.ARCHER,4.59126285274121
4,13,83,23,27,2.0,CharacterType.ARCHER,4.573476156624953
5,33,5,31,76,1.6,CharacterType.ARCHER,4.557669626630111
11,15,8,97,19,1.4,CharacterType.ARCHER,4.3751328082048815
10,19,25,86,10,1.3,CharacterType.ARCHER,4.03783948071053
20,10,21,96,3,1.3,CharacterType.ARCHER,3.980244978518783
18,14,2,12,104,1.3,CharacterType.ARCHER,3.809432421221656
2,17,15,61,55,1.8,CharacterType.ARCHER,3.7732029802950366
16,2,3,33,96,1.6,CharacterType.ARCHER,3.6353825996799154
4,9,25,6,106,1.3,CharacterType.ARCHER,3.3703018488398735
2,93,26,11,18,1.5,CharacterType.ARCHER,2.780890420960747
30,8,1,105,6,1.3,CharacterType.ARCHER,2.7733592668555014
23,4,2,13,108,1.4,CharacterType.ARCHER,2.710979516686714
2,50,48,41,9,2.0,CharacterType.ARCHER,2.5593757640328327
1,58,14,24,53,1.9,CharacterType.ARCHER,2.1659374488431977
2,22,9,13,104,2.0,CharacterType.ARCHER,2.154434117759742
2,24,20,92,12,1.7,CharacterType.ARCHER,2.0158410174898567
4,32,2,1,111,1.4,CharacterType.ARCHER,1.843878860002494
65.0,73.0,3.0,4.0,3.0,2.0,CharacterType.ARCHER,49.49147406905844
65.0,73.0,3.0,4.0,3.0,2.0,CharacterType.ARCHER,49.49147406905844
77.0,52.0,10.0,7.0,1.0,1.4,CharacterType.ARCHER,44.77860967800973
98.0,22.0,21.0,7.0,0.0,1.9,CharacterType.ARCHER,39.25259772395064
57,26,47,4,16,1.4,CharacterType.ARCHER,34.82877767784754
50.0,34.0,38.0,13.0,13.0,1.5,CharacterType.ARCHER,33.066153168786066
