strength,agility,expertise,resistance,life,height,characterType,performance
91,42,2,13,2,1.9,CharacterType.ARCHER,45.1383900397261
71,51,7,19,2,2.0,CharacterType.ARCHER,42.245749818028244
46,61,14,11,18,1.9,CharacterType.ARCHER,41.56932498148555
62,66,4,10,8,1.7,CharacterType.ARCHER,40.7429664853059
48,64,11,26,1,1.8,CharacterType.ARCHER,38.893418450808554
48,64,18,4,16,1.7,CharacterType.ARCHER,36.953902221702094
40,72,9,3,26,1.8,CharacterType.ARCHER,35.40048581458364
51,30,46,17,6,2.0,CharacterType.ARCHER,35.10857927486789
63,18,53,8,8,1.5,CharacterType.ARCHER,34.19793995810049
92,23,23,2,10,1.5,CharacterType.ARCHER,34.127984399756734
47,25,63,2,13,1.6,CharacterType.ARCHER,31.134192379832104
54,22,41,8,25,2.0,CharacterType.ARCHER,30.688892002370054
29,82,21,16,2,2.0,CharacterType.ARCHER,30.498543176305603
46,42,17,41,4,2.0,CharacterType.ARCHER,29.1078806356367
51,47,4,18,30,1.4,CharacterType.ARCHER,28.59137993852196
49,32,28,22,19,1.4,CharacterType.ARCHER,28.43643692196247
59,20,37,28,6,1.6,CharacterType.ARCHER,26.493104138218513
83,28,5,24,10,1.7,CharacterType.ARCHER,25.526767140629566
32,45,36,32,5,1.5,CharacterType.ARCHER,25.462038267839787
37,24,54,8,27,1.5,CharacterType.ARCHER,25.38390486833891
57,46,28,8,11,1.3,CharacterType.ARCHER,25.10392027430407
69,30,3,9,39,1.5,CharacterType.ARCHER,24.35437784952183
35,53,5,24,33,2.0,CharacterType.ARCHER,24.248260750646683
28,55,15,15,37,1.8,CharacterType.ARCHER,23.04403911395642
28,18,66,18,20,1.9,CharacterType.ARCHER,22.753177235358667
34,56,7,34,19,1.6,CharacterType.ARCHER,22.497677577626668
60,20,16,4,50,2.0,CharacterType.ARCHER,21.836049054876806
64,16,18,12,40,2.0,CharacterType.ARCHER,21.106917985574963
48,21,20,39,22,1.8,CharacterType.ARCHER,21.076080113819025
25,16,98,3,8,1.8,CharacterType.ARCHER,21.019514763024027
25,60,18,30,17,1.4,CharacterType.ARCHER,21.019099093455715
23,48,22,25,32,1.9,CharacterType.ARCHER,20.85181033458081
26,51,18,3,52,2.0,CharacterType.ARCHER,20.454951359372284
23,62,12,5,48,2.0,CharacterType.ARCHER,19.54623409006997
31,42,1,50,26,1.9,CharacterType.ARCHER,19.47279390782003
51,3,50,27,19,1.7,CharacterType.ARCHER,18.830550409608772
120,12,11,3,4,1.6,CharacterType.ARCHER,18.638219895086
68,16,14,23,29,1.7,CharacterType.ARCHER,18.523008216273414
32,19,42,31,26,1.4,CharacterType.ARCHER,18.43497815865327
18,24,85,19,4,1.9,CharacterType.ARCHER,17.905530314108958
37,23,26,36,28,1.6,CharacterType.ARCHER,17.721938181871923
29,34,13,72,2,1.9,CharacterType.ARCHER,17.59433736907629
15,97,2,4,32,1.9,CharacterType.ARCHER,17.45605341172629
34,8,60,30,18,1.7,CharacterType.ARCHER,17.360335077744857
27,47,3,68,5,1.8,CharacterType.ARCHER,16.90201210653888
57,5,34,3,51,1.7,CharacterType.ARCHER,16.758020724582803
23,22,51,23,31,2.0,CharacterType.ARCHER,16.736897697205443
26,10,72,21,21,1.4,CharacterType.ARCHER,16.657843114631394
56,14,10,4,66,1.9,CharacterType.ARCHER,15.918910616121892
97,6,17,1,29,1.4,CharacterType.ARCHER,15.848897555983216
23,44,20,61,2,1.5,CharacterType.ARCHER,15.699776284942091
16,63,43,22,6,1.6,CharacterType.ARCHER,15.631939700656847
41,9,34,25,41,1.6,CharacterType.ARCHER,15.386313428355837
40,19,43,9,39,1.3,CharacterType.ARCHER,15.185485490619907
29,25,16,38,42,2.0,CharacterType.ARCHER,14.771623309759176
17,61,14,47,11,1.5,CharacterType.ARCHER,14.278682365460721
24,24,19,39,44,1.9,CharacterType.ARCHER,14.145025067652002
26,34,11,47,32,1.6,CharacterType.ARCHER,13.856418853169835
37,6,38,41,28,1.6,CharacterType.ARCHER,13.756327992129966
68,5,19,5,53,1.5,CharacterType.ARCHER,13.28247848295387
19,5,95,17,14,1.4,CharacterType.ARCHER,12.846543115366183
15,30,45,14,46,1.8,CharacterType.ARCHER,12.823063215721278
18,6,83,14,29,2.0,CharacterType.ARCHER,12.800631004998074
48,5,44,32,21,1.3,CharacterType.ARCHER,12.579091740080855
24,27,42,21,36,1.3,CharacterType.ARCHER,11.992899967318706
