strength,agility,expertise,resistance,life,height,characterType,performance
51,34,54,4,7,1.5,CharacterType.ARCHER,38.14362608064567
63,29,34,3,21,1.8,CharacterType.ARCHER,37.33744874163479
63,18,49,14,6,2.0,CharacterType.ARCHER,34.194359962559915
95,27,11,13,4,1.8,CharacterType.ARCHER,33.723044588705065
34,51,45,5,15,1.4,CharacterType.ARCHER,30.966570009903375
74,26,10,27,13,1.9,CharacterType.ARCHER,30.56740827377344
48,31,37,3,31,1.4,CharacterType.ARCHER,30.239885187407143
33,41,48,13,15,1.8,CharacterType.ARCHER,29.435501937053886
55,5,69,5,16,1.8,CharacterType.ARCHER,28.87873110861042
40,46,18,45,1,1.8,CharacterType.ARCHER,28.223609585663116
44,53,8,7,38,1.7,CharacterType.ARCHER,27.4850332167308
42,43,5,17,43,1.9,CharacterType.ARCHER,27.07741024550691
61,8,48,3,30,2.0,CharacterType.ARCHER,26.39928643979897
34,41,30,5,40,2.0,CharacterType.ARCHER,25.755344675068827
25,61,42,6,16,1.4,CharacterType.ARCHER,25.1711632154458
96,14,20,7,13,1.5,CharacterType.ARCHER,25.05523391204183
59,30,45,4,12,1.3,CharacterType.ARCHER,23.823799821853363
61,29,11,30,19,1.6,CharacterType.ARCHER,23.579237564584904
100,15,15,13,7,1.4,CharacterType.ARCHER,23.51920027786727
33,26,61,15,15,1.7,CharacterType.ARCHER,23.44774836124322
38,46,14,28,24,1.6,CharacterType.ARCHER,23.41152883869443
58,47,16,5,24,1.3,CharacterType.ARCHER,23.026914686590576
33,34,31,33,19,1.4,CharacterType.ARCHER,21.8215334264753
27,43,20,4,56,1.9,CharacterType.ARCHER,21.76766807388991
35,38,18,4,55,1.5,CharacterType.ARCHER,21.21524374391699
22,80,15,20,13,1.7,CharacterType.ARCHER,20.38670086428366
20,64,34,2,30,1.5,CharacterType.ARCHER,20.112380018516376
29,23,60,32,6,1.6,CharacterType.ARCHER,19.0722262034923
52,8,39,36,15,1.7,CharacterType.ARCHER,18.658746819109886
38,25,23,57,7,1.5,CharacterType.ARCHER,18.340116877306222
50,41,13,32,14,1.3,CharacterType.ARCHER,18.2285859549108
38,41,4,65,2,1.6,CharacterType.ARCHER,18.158857059022374
18,76,33,19,4,1.6,CharacterType.ARCHER,18.027158787114175
51,18,17,3,61,1.7,CharacterType.ARCHER,16.86635087201797
32,24,90,3,1,1.3,CharacterType.ARCHER,16.676240832839294
26,15,55,43,11,1.8,CharacterType.ARCHER,16.521031869391592
27,43,56,9,15,1.3,CharacterType.ARCHER,16.03656411983337
45,9,64,12,20,1.3,CharacterType.ARCHER,16.03472628572053
21,66,8,2,53,1.6,CharacterType.ARCHER,15.995722745593046
67,8,18,10,47,1.8,CharacterType.ARCHER,15.954327133025975
16,61,23,32,18,1.8,CharacterType.ARCHER,15.657738351086206
13,89,36,11,1,1.4,CharacterType.ARCHER,15.319949804419412
32,31,5,22,60,2.0,CharacterType.ARCHER,15.129543271228608
49,17,15,1,68,1.6,CharacterType.ARCHER,14.782734672320947
60,8,22,39,21,1.6,CharacterType.ARCHER,14.773413765204813
63,7,20,49,11,1.4,CharacterType.ARCHER,14.19957655740551
17,43,35,41,14,1.5,CharacterType.ARCHER,14.098639311420001
48,6,27,55,14,1.4,CharacterType.ARCHER,13.509460315069443
26,61,12,3,48,1.3,CharacterType.ARCHER,13.353699571552431
100,16,9,18,7,1.3,CharacterType.ARCHER,13.309424803373355
28,57,8,51,6,1.3,CharacterType.ARCHER,12.892059438897924
16,18,88,20,8,1.5,CharacterType.ARCHER,12.881673445725939
36,4,38,54,18,1.4,CharacterType.ARCHER,12.801805315518468
67,15,17,39,12,1.3,CharacterType.ARCHER,12.692776903964965
11,94,26,15,4,1.7,CharacterType.ARCHER,12.04188409625802
15,41,49,43,2,1.6,CharacterType.ARCHER,12.011940137428423
34,15,17,24,60,1.6,CharacterType.ARCHER,11.957611319310253
21,5,52,37,35,1.8,CharacterType.ARCHER,11.700563391949652
91,4,13,5,37,1.4,CharacterType.ARCHER,11.39494878652858
9,58,67,6,10,1.8,CharacterType.ARCHER,11.22456348386687
12,72,7,38,21,1.5,CharacterType.ARCHER,11.069497212375728
86,10,4,9,41,1.7,CharacterType.ARCHER,11.0411352656727
19,4,54,23,50,1.8,CharacterType.ARCHER,11.034018630023409
18,1,104,19,8,1.7,CharacterType.ARCHER,10.986288250686659
23,13,54,18,42,1.3,CharacterType.ARCHER,10.764000215195717
15,14,70,28,23,1.6,CharacterType.ARCHER,10.666372621092465
61,15,1,68,5,1.7,CharacterType.ARCHER,10.65508286714866
33,4,26,36,51,2.0,CharacterType.ARCHER,10.619313269445325
16,47,5,75,7,2.0,CharacterType.ARCHER,10.491974246012797
67,16,3,23,41,1.3,CharacterType.ARCHER,9.852442662033011
35,13,11,19,72,1.6,CharacterType.ARCHER,9.717860444194452
20,11,67,29,23,1.3,CharacterType.ARCHER,9.624923959931145
14,11,47,29,49,1.8,CharacterType.ARCHER,9.545161448079826
20,14,29,11,76,1.6,CharacterType.ARCHER,9.408035853606629
25,7,28,65,25,1.5,CharacterType.ARCHER,9.316585225997063
63,1,16,39,31,1.4,CharacterType.ARCHER,9.05615420087664
17,35,25,46,27,1.3,CharacterType.ARCHER,9.002168485482443
11,32,30,54,23,1.8,CharacterType.ARCHER,8.784615342021413
57,8,6,12,67,1.7,CharacterType.ARCHER,8.339593059473877
12,110,4,3,21,1.3,CharacterType.ARCHER,8.118630141269438
10,37,18,31,54,1.5,CharacterType.ARCHER,8.075686863098078
8,51,18,11,62,1.9,CharacterType.ARCHER,7.998780876969502
19,6,74,40,11,1.3,CharacterType.ARCHER,7.95280208143137
19,27,1,55,48,1.3,CharacterType.ARCHER,7.707390417488666
16,25,1,63,45,1.5,CharacterType.ARCHER,7.678602097811254
35,11,2,35,67,2.0,CharacterType.ARCHER,7.557899886823163
6,83,24,9,28,1.8,CharacterType.ARCHER,7.40972871621161
8,15,65,32,30,1.4,CharacterType.ARCHER,7.0882449363387074
11,20,27,4,88,1.9,CharacterType.ARCHER,7.079516913212254
17,24,6,14,89,1.6,CharacterType.ARCHER,6.9522682206808195
17,7,32,82,12,1.8,CharacterType.ARCHER,6.935807091187952
100,6,8,31,5,1.3,CharacterType.ARCHER,6.900536935099928
7,35,33,13,62,1.5,CharacterType.ARCHER,6.645366067308281
17,3,21,41,68,1.7,CharacterType.ARCHER,6.634488220241471
7,24,34,38,47,1.4,CharacterType.ARCHER,6.507400858275725
9,16,11,60,54,1.3,CharacterType.ARCHER,6.390755386648946
6,96,9,18,21,1.6,CharacterType.ARCHER,6.319073377990287
14,6,14,75,41,1.6,CharacterType.ARCHER,5.645024397534618
6,21,23,39,61,1.4,CharacterType.ARCHER,5.593598156766305
42,5,2,32,69,1.9,CharacterType.ARCHER,5.300663105396489
3,25,21,39,62,1.3,CharacterType.ARCHER,5.273450041054937
23,2,16,14,95,1.3,CharacterType.ARCHER,4.87944671289164
64,3,8,9,66,1.3,CharacterType.ARCHER,4.824818443812841
12,19,14,99,6,1.7,CharacterType.ARCHER,4.538588430797667
9,9,15,88,29,1.7,CharacterType.ARCHER,4.527013795503883
12,17,19,101,1,1.4,CharacterType.ARCHER,4.414654441820924
5,51,9,78,7,1.9,CharacterType.ARCHER,4.398576347516875
4,67,25,44,10,1.5,CharacterType.ARCHER,4.379379836907777
5,24,19,75,27,1.7,CharacterType.ARCHER,4.376275543228285
20,4,2,30,94,1.4,CharacterType.ARCHER,3.705920473929288
7,5,64,64,10,1.3,CharacterType.ARCHER,3.636463882678368
3,19,98,13,17,1.6,CharacterType.ARCHER,3.4471705775683823
1,7,76,5,61,1.6,CharacterType.ARCHER,3.2944458994785832
7,6,5,25,107,1.7,CharacterType.ARCHER,3.2431989262228726
7,4,19,5,115,1.4,CharacterType.ARCHER,2.795420179324209
7,7,20,105,11,1.4,CharacterType.ARCHER,2.7491277876905205
3,22,2,23,100,1.8,CharacterType.ARCHER,2.6968699577002067
3,36,9,8,94,1.6,CharacterType.ARCHER,2.5833849174098877
2,31,93,23,1,1.9,CharacterType.ARCHER,2.3134292131118466
1,104,5,34,6,1.4,CharacterType.ARCHER,1.2690997462523441
