strength,agility,expertise,resistance,life,height,characterType,performance
91,39,3,2,15,1.9,CharacterType.ARCHER,43.001508002223886
39,70,24,3,14,1.5,CharacterType.ARCHER,36.078423990861765
86,39,3,15,7,1.5,CharacterType.ARCHER,35.196349742482134
58,31,32,3,26,1.4,CharacterType.ARCHER,33.297109466960244
74,38,3,14,21,2.0,CharacterType.ARCHER,32.65989434079882
44,47,34,19,6,1.6,CharacterType.ARCHER,31.89129754963411
85,21,18,24,2,1.8,CharacterType.ARCHER,30.014705265640096
61,31,21,33,4,1.4,CharacterType.ARCHER,29.933192359301824
54,41,11,14,30,1.5,CharacterType.ARCHER,29.60349706156382
36,42,56,8,8,1.6,CharacterType.ARCHER,29.536220499307092
33,38,51,6,22,1.8,CharacterType.ARCHER,29.07174319086359
26,68,21,28,7,1.9,CharacterType.ARCHER,28.066262281634454
28,52,31,34,5,1.9,CharacterType.ARCHER,27.674206801662358
28,55,41,11,15,2.0,CharacterType.ARCHER,27.537711044293253
59,35,13,9,34,1.6,CharacterType.ARCHER,27.057848630330838
67,12,39,25,7,1.5,CharacterType.ARCHER,26.248900422846862
23,100,13,6,8,2.0,CharacterType.ARCHER,25.715672807865836
39,2,84,7,18,1.9,CharacterType.ARCHER,25.200465445010753
50,23,33,8,36,1.7,CharacterType.ARCHER,24.659430061368994
43,21,39,6,41,2.0,CharacterType.ARCHER,24.61539231738789
24,49,60,4,13,1.4,CharacterType.ARCHER,24.04017385759347
53,27,13,34,23,1.8,CharacterType.ARCHER,23.75359405342918
25,35,69,15,6,2.0,CharacterType.ARCHER,23.28918016035875
34,27,50,38,1,1.5,CharacterType.ARCHER,22.9843091782318
23,46,45,33,3,1.8,CharacterType.ARCHER,21.49142521967037
26,46,42,20,16,1.6,CharacterType.ARCHER,21.27184542753042
31,71,42,3,3,1.3,CharacterType.ARCHER,20.6916454500201
26,29,55,3,37,1.5,CharacterType.ARCHER,20.404527636579978
59,8,40,31,12,1.6,CharacterType.ARCHER,20.379585259767076
42,69,3,7,29,1.3,CharacterType.ARCHER,20.11199102349825
70,22,4,48,6,2.0,CharacterType.ARCHER,19.904541166573523
16,56,54,20,4,1.9,CharacterType.ARCHER,19.666693879902752
20,104,2,4,20,1.7,CharacterType.ARCHER,19.198220787745836
19,40,82,6,3,1.4,CharacterType.ARCHER,19.1221455978966
95,10,11,9,25,1.9,CharacterType.ARCHER,19.02504776138519
33,42,2,20,53,1.8,CharacterType.ARCHER,18.968626762382964
45,31,8,45,21,1.6,CharacterType.ARCHER,18.83192484189063
15,84,26,6,19,1.8,CharacterType.ARCHER,17.622828777892767
20,50,35,33,12,1.4,CharacterType.ARCHER,17.535007070647318
40,29,39,15,27,1.3,CharacterType.ARCHER,17.041360147908456
