generation,strength,agility,expertise,resistance,life,height,characterType,performance,performance_relative,performance_accumulated
40,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.0049033281853791,0.8055498728561624
40,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.0049033281853791,0.8104532010415415
40,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.0049033281853791,0.8153565292269206
40,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.0049033281853791,0.8202598574122997
40,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.0049033281853791,0.8251631855976788
40,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.0049033281853791,0.8300665137830578
40,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.0049033281853791,0.8349698419684369
40,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.0049033281853791,0.839873170153816
40,74,20,39,10,7,1.5,CharacterType.ARCHER,817.1925904806096,0.004880623765254312,0.8447537939190704
40,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004853082368197688,0.849606876287268
40,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004853082368197688,0.8544599586554658
40,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004853082368197688,0.8593130410236635
40,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004853082368197688,0.8641661233918612
40,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.004853082368197688,0.8690192057600589
40,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004800383644006922,0.8738195894040658
40,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004800383644006922,0.8786199730480727
40,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004800383644006922,0.8834203566920796
40,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004800383644006922,0.8882207403360866
40,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004800383644006922,0.8930211239800935
40,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004800383644006922,0.8978215076241004
40,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004800383644006922,0.9026218912681073
40,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004790697161585246,0.9074125884296925
40,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004790697161585246,0.9122032855912777
40,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004790697161585246,0.9169939827528629
40,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004752987327567331,0.9217469700804303
40,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004752987327567331,0.9264999574079976
40,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004752987327567331,0.931252944735565
40,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004752987327567331,0.9360059320631323
40,58,20,47,2,23,1.4,CharacterType.ARCHER,794.920130578831,0.004747603106019793,0.940753535169152
40,58,20,47,2,23,1.4,CharacterType.ARCHER,794.920130578831,0.004747603106019793,0.9455011382751719
40,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.0046778357282207155,0.9501789740033926
40,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.0046778357282207155,0.9548568097316132
40,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.0046778357282207155,0.9595346454598339
40,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.0046778357282207155,0.9642124811880546
40,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.0046778357282207155,0.9688903169162753
40,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.0046778357282207155,0.9735681526444959
40,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.0046778357282207155,0.9782459883727166
40,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.0046778357282207155,0.9829238241009373
40,57,10,44,11,28,1.9,CharacterType.ARCHER,748.0195884846897,0.00446749300343877,0.987391317104376
40,50,20,47,10,23,1.9,CharacterType.ARCHER,733.7868008099267,0.004382488706311683,0.9917738058106876
40,50,20,47,10,23,2.0,CharacterType.ARCHER,711.5198141512311,0.004249500735626443,0.9960233065463141
40,59,31,35,14,11,2.0,CharacterType.ARCHER,665.842027836641,0.0039766934536856185,0.9999999999999997
generation,strength,agility,expertise,resistance,life,height,characterType,performance,performance_relative,performance_accumulated
41,58,20,63,2,7,1.9,CharacterType.ARCHER,1035.9572810285958,0.006173999701102261,0.006173999701102261
41,58,20,63,2,7,1.5,CharacterType.ARCHER,992.8095832694735,0.005916852154628558,0.01209085185573082
41,67,17,47,9,10,2.0,CharacterType.ARCHER,886.4340895640312,0.005282885601789708,0.01737373745752053
41,59,15,51,2,23,1.8,CharacterType.ARCHER,860.5011951759238,0.005128333203604023,0.02250207066112455
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.02758376220077449
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.03266545374042443
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.03774714528007437
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.04282883681972431
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.04791052835937425
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.052992219899024195
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.05807391143867414
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.06315560297832408
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.06823729451797401
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.07331898605762395
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.07840067759727389
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.08348236913692382
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.08856406067657376
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.09364575221622369
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.09872744375587363
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.10380913529552356
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.1088908268351735
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.11397251837482343
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.11905420991447337
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.1241359014541233
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.12921759299377325
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.13429928453342319
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.13938097607307312
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.14446266761272306
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.149544359152373
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.15462605069202293
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.15970774223167286
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.1647894337713228
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.16987112531097273
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.17495281685062267
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.1800345083902726
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.18511619992992254
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.19019789146957247
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.1952795830092224
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.20036127454887234
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.20544296608852228
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.2105246576281722
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.21560634916782215
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.22068804070747208
41,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050816915396499395,0.22576973224712202
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2308229788732672
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.23587622549941234
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2409294721255575
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.24598271875170263
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2510359653778478
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2560892120039929
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2611424586301381
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2661957052562832
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.27124895188242837
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2763021985085735
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.28135544513471866
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2864086917608638
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.29146193838700896
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.2965151850131541
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.30156843163929925
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3066216782654444
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.31167492489158954
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3167281715177347
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.32178141814387984
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.326834664770025
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.33188791139617013
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3369411580223153
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3419944046484604
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3470476512746056
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3521008979007507
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.35715414452689587
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.362207391153041
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.36726063777918616
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3723138844053313
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.37736713103147645
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3824203776576216
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.38747362428376675
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.3925268709099119
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.39758011753605704
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4026333641622022
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.40768661078834734
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4127398574144925
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.41779310404063763
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4228463506667828
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4278995972929279
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.43295284391907307
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4380060905452182
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.44305933717136337
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4481125837975085
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.45316583042365366
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4582190770497988
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.46327232367594395
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4683255703020891
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.47337881692823425
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4784320635543794
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.48348531018052454
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.4885385568066697
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.49359180343281484
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.49864505005896
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5036982966851051
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5087515433112503
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5138047899373954
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5188580365635406
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5239112831896857
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5289645298158309
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.534017776441976
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5390710230681212
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5441242696942663
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5491775163204115
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5542307629465566
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5592840095727017
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5643372561988469
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.569390502824992
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5744437494511372
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5794969960772823
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5845502427034275
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5896034893295726
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5946567359557178
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.5997099825818629
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6047632292080081
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6098164758341532
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6148697224602984
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6199229690864435
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6249762157125887
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6300294623387338
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.635082708964879
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6401359555910241
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6451892022171692
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6502424488433144
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6552956954694595
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6603489420956047
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6654021887217498
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.670455435347895
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6755086819740401
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6805619286001853
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6856151752263304
41,58,28,47,10,7,1.9,CharacterType.ARCHER,847.9021523524947,0.005053246626145161,0.6906684218524756
41,50,28,55,10,7,1.9,CharacterType.ARCHER,846.481975653371,0.005044782792088995,0.6957132046445645
41,50,28,55,10,7,1.9,CharacterType.ARCHER,846.481975653371,0.005044782792088995,0.7007579874366535
41,51,31,55,10,3,2.0,CharacterType.ARCHER,839.2759096820615,0.005001836765290657,0.7057598242019442
41,59,15,51,14,11,1.6,CharacterType.ARCHER,830.3207896400972,0.004948466892348091,0.7107082910942922
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7156497180509573
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7205911450076224
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7255325719642876
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7304739989209527
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7354154258776178
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7403568528342829
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.745298279790948
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7502397067476131
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7551811337042782
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7601225606609433
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7650639876176084
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7700054145742735
41,58,20,47,2,23,1.9,CharacterType.ARCHER,829.1395338931131,0.004941426956665064,0.7749468415309386
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.7798397242836987
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.7847326070364589
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.789625489789219
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.7945183725419791
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.7994112552947392
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8043041380474993
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8091970208002595
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8140899035530196
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8189827863057797
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8238756690585398
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8287685518112999
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.83366143456406
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8385543173168202
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8434472000695803
41,58,28,47,10,7,2.0,CharacterType.ARCHER,820.9941299537448,0.004892882752760164,0.8483400828223404
41,74,20,39,10,7,1.5,CharacterType.ARCHER,817.1925904806096,0.004870226699271587,0.853210309521612
41,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.0048427439729374425,0.8580530534945495
41,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.0048427439729374425,0.862895797467487
41,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.0048427439729374425,0.8677385414404245
41,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.0048427439729374425,0.872581285413362
41,58,28,47,10,7,1.5,CharacterType.ARCHER,812.5811664723949,0.0048427439729374425,0.8774240293862995
41,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004790157511469427,0.8822141868977689
41,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004790157511469427,0.8870043444092383
41,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004790157511469427,0.8917945019207076
41,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004790157511469427,0.896584659432177
41,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004790157511469427,0.9013748169436464
41,58,20,47,2,23,2.0,CharacterType.ARCHER,803.7574978169537,0.004790157511469427,0.9061649744551158
41,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004780491663909549,0.9109454661190254
41,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004780491663909549,0.915725957782935
41,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004780491663909549,0.9205064494468446
41,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004780491663909549,0.9252869411107542
41,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004780491663909549,0.9300674327746637
41,58,28,47,10,7,1.7,CharacterType.ARCHER,802.1356310139506,0.004780491663909549,0.9348479244385733
41,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004742862162171142,0.9395907866007445
41,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004742862162171142,0.9443336487629156
41,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004742862162171142,0.9490765109250867
41,58,20,47,2,23,1.5,CharacterType.ARCHER,795.8216436160534,0.004742862162171142,0.9538193730872578
41,58,20,47,2,23,1.4,CharacterType.ARCHER,794.920130578831,0.004737489410490857,0.9585568624977487
41,58,20,47,2,23,1.4,CharacterType.ARCHER,794.920130578831,0.004737489410490857,0.9632943519082396
41,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004667870656323779,0.9679622225645634
41,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004667870656323779,0.9726300932208872
41,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004667870656323779,0.977297963877211
41,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004667870656323779,0.9819658345335348
41,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004667870656323779,0.9866337051898586
41,58,20,47,2,23,1.6,CharacterType.ARCHER,783.2385531951056,0.004667870656323779,0.9913015758461824
41,57,10,44,11,28,1.9,CharacterType.ARCHER,748.0195884846897,0.0044579760191826205,0.995759551865365
41,50,20,47,10,23,2.0,CharacterType.ARCHER,711.5198141512311,0.004240448134633824,0.9999999999999989
generation,strength,agility,expertise,resistance,life,height,characterType,performance,performance_relative,performance_accumulated
42,58,20,63,2,7,1.9,CharacterType.ARCHER,1035.9572810285958,0.006169133133725008,0.006169133133725008
42,58,20,63,2,7,1.5,CharacterType.ARCHER,992.8095832694735,0.005912188280144307,0.012081321413869315
42,58,20,63,2,7,1.5,CharacterType.ARCHER,992.8095832694735,0.005912188280144307,0.017993509694013622
42,67,17,47,9,10,2.0,CharacterType.ARCHER,886.4340895640312,0.005278721442416192,0.023272231136429816
42,59,15,51,2,23,1.8,CharacterType.ARCHER,860.5011951759238,0.005124290867958317,0.028396522004388133
42,59,15,51,14,11,1.8,CharacterType.ARCHER,857.4336000413325,0.005106023316648797,0.03350254532103693
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.03858023128966883
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.04365791725830073
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.048735603226932635
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.05381328919556454
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.05889097516419644
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.06396866113282834
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.06904634710146024
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.07412403307009213
42,59,15,51,14,11,2.0,CharacterType.ARCHER,852.675025154585,0.0050776859686319,0.07920171903872403
