strength,agility,expertise,resistance,life,height,characterType,performance
49,70,18,3,10,1.8,CharacterType.ARCHER,44.74307189054102
66,21,45,5,13,1.9,CharacterType.ARCHER,41.02569038308668
49,40,36,12,13,2.0,CharacterType.ARCHER,36.42127327171362
56,63,5,5,21,1.6,CharacterType.ARCHER,36.17292717166794
61,44,16,24,5,1.5,CharacterType.ARCHER,35.99560191832713
48,27,43,5,27,1.8,CharacterType.ARCHER,31.978595258370234
67,28,28,12,15,1.6,CharacterType.ARCHER,31.257849351829528
35,50,49,7,9,1.7,CharacterType.ARCHER,30.595336061278633
73,23,25,26,3,1.4,CharacterType.ARCHER,30.045754037172163
38,54,6,25,27,1.9,CharacterType.ARCHER,29.944106106142183
34,56,31,9,20,1.6,CharacterType.ARCHER,27.767805667204243
29,47,39,2,33,1.8,CharacterType.ARCHER,26.501084509682478
61,16,37,27,9,1.4,CharacterType.ARCHER,26.448136706203307
49,3,84,10,4,1.5,CharacterType.ARCHER,26.16015677625921
44,18,45,24,19,1.8,CharacterType.ARCHER,25.518277169286183
54,34,14,25,23,1.6,CharacterType.ARCHER,25.26473473025495
74,25,13,17,21,1.6,CharacterType.ARCHER,25.030372851688725
66,26,8,40,10,1.8,CharacterType.ARCHER,24.54784512011443
27,64,34,18,7,1.6,CharacterType.ARCHER,24.482030868514524
37,22,53,2,36,1.4,CharacterType.ARCHER,24.287941568730076
64,2,53,22,9,1.5,CharacterType.ARCHER,23.22982875182965
74,14,23,5,34,1.5,CharacterType.ARCHER,23.005856221432683
48,32,10,51,9,2.0,CharacterType.ARCHER,22.723651535150868
25,72,21,28,4,1.7,CharacterType.ARCHER,22.395761490596925
51,57,10,30,2,1.3,CharacterType.ARCHER,21.906681782725204
30,30,44,18,28,1.4,CharacterType.ARCHER,21.47680059761027
36,21,44,8,41,1.7,CharacterType.ARCHER,20.683494980286017
52,14,30,16,38,1.4,CharacterType.ARCHER,20.59631015410574
26,37,37,1,49,1.4,CharacterType.ARCHER,19.622256777965934
50,13,20,13,54,1.9,CharacterType.ARCHER,18.489193079709377
79,27,12,11,21,1.3,CharacterType.ARCHER,18.40109329888157
32,32,17,33,36,1.4,CharacterType.ARCHER,17.9068069299044
20,75,4,2,49,2.0,CharacterType.ARCHER,17.762908470650665
31,26,26,35,32,1.4,CharacterType.ARCHER,17.355321466999253
21,26,63,30,10,2.0,CharacterType.ARCHER,17.084550920027407
28,69,22,19,12,1.3,CharacterType.ARCHER,16.625543855223608
21,18,60,44,7,1.9,CharacterType.ARCHER,16.25331019182748
36,25,10,27,52,1.8,CharacterType.ARCHER,16.01864856886175
29,33,11,42,35,1.4,CharacterType.ARCHER,15.62113309286267
20,49,18,12,51,1.5,CharacterType.ARCHER,15.456869120870563
13,50,57,28,2,1.9,CharacterType.ARCHER,15.348203749421778
28,15,37,47,23,1.8,CharacterType.ARCHER,15.035539313055615
13,53,41,17,26,1.9,CharacterType.ARCHER,15.026293073524316
102,14,3,24,7,1.6,CharacterType.ARCHER,14.773256464186314
23,31,27,25,44,1.6,CharacterType.ARCHER,14.423208149492288
48,14,9,45,34,1.9,CharacterType.ARCHER,14.419286564861666
20,4,98,15,13,1.8,CharacterType.ARCHER,14.155220628080695
21,15,62,48,4,1.8,CharacterType.ARCHER,14.006392913653904
17,47,23,25,38,1.5,CharacterType.ARCHER,13.96668150007778
12,83,35,13,7,1.4,CharacterType.ARCHER,13.812519149434145
12,81,25,1,31,2.0,CharacterType.ARCHER,13.63637956846399
22,43,2,64,19,2.0,CharacterType.ARCHER,13.281333363180336
16,49,31,40,14,1.6,CharacterType.ARCHER,13.030124065545445
21,35,18,29,47,1.6,CharacterType.ARCHER,13.029707146272639
27,18,22,41,42,1.5,CharacterType.ARCHER,12.69073102360071
15,50,20,14,51,1.4,CharacterType.ARCHER,12.421597210202638
22,29,31,65,3,1.6,CharacterType.ARCHER,12.321686349862578
16,61,5,64,4,1.4,CharacterType.ARCHER,11.979707430356596
13,42,45,12,38,1.6,CharacterType.ARCHER,11.69236709633925
14,34,25,35,42,1.9,CharacterType.ARCHER,11.630758120170475
10,102,16,7,15,1.5,CharacterType.ARCHER,11.415633125154589
17,34,27,54,18,1.7,CharacterType.ARCHER,11.330536109503818
14,12,116,3,5,1.4,CharacterType.ARCHER,11.23877675993096
17,72,25,21,15,1.3,CharacterType.ARCHER,11.215978568818084
18,19,28,56,29,1.9,CharacterType.ARCHER,11.092559294257796
8,112,14,8,8,1.9,CharacterType.ARCHER,10.986584500826476
11,42,59,28,10,1.4,CharacterType.ARCHER,10.712447550994966
12,12,113,1,12,1.8,CharacterType.ARCHER,10.567741845582507
38,4,26,16,66,1.6,CharacterType.ARCHER,10.503726544761932
15,60,57,15,3,1.3,CharacterType.ARCHER,10.379586282592498
13,9,73,9,46,1.8,CharacterType.ARCHER,10.201414706910969
22,23,10,60,35,1.5,CharacterType.ARCHER,10.139790368239826
9,43,89,2,7,1.4,CharacterType.ARCHER,9.949636741827343
12,16,49,21,52,1.9,CharacterType.ARCHER,9.710862418483606
29,1,33,54,33,1.5,CharacterType.ARCHER,9.65602209004203
18,27,10,67,28,2.0,CharacterType.ARCHER,9.535088077136349
11,33,41,41,24,1.4,CharacterType.ARCHER,9.34550885900333
9,43,59,9,30,1.7,CharacterType.ARCHER,9.299450316524291
20,29,3,25,73,1.6,CharacterType.ARCHER,9.038431185532975
37,5,31,5,72,1.3,CharacterType.ARCHER,8.8493468377352
13,19,39,4,75,2.0,CharacterType.ARCHER,8.834189919737417
15,31,39,7,58,1.3,CharacterType.ARCHER,8.735559898732093
10,39,23,12,66,2.0,CharacterType.ARCHER,8.296552617571436
15,45,42,46,2,1.3,CharacterType.ARCHER,8.138178851060273
20,21,15,21,73,1.3,CharacterType.ARCHER,7.676820063388154
19,24,12,89,6,1.7,CharacterType.ARCHER,7.592889965306267
16,22,14,94,4,1.9,CharacterType.ARCHER,7.542765496213094
12,52,14,50,22,1.3,CharacterType.ARCHER,7.298534974492685
23,4,21,73,29,1.5,CharacterType.ARCHER,7.040397752627094
10,3,43,30,64,1.3,CharacterType.ARCHER,7.0388444734608875
11,21,26,67,25,1.7,CharacterType.ARCHER,6.880606557605979
7,50,11,33,49,2.0,CharacterType.ARCHER,6.725425455466832
34,6,20,73,17,1.3,CharacterType.ARCHER,6.712154637718155
9,34,38,65,4,1.4,CharacterType.ARCHER,6.636195631218345
30,12,3,85,20,1.7,CharacterType.ARCHER,6.495236086090996
8,9,51,10,72,1.9,CharacterType.ARCHER,6.42367350876762
27,1,16,25,81,1.4,CharacterType.ARCHER,6.005727696212237
36,5,6,77,26,1.9,CharacterType.ARCHER,5.926995505660544
51,8,10,76,5,1.3,CharacterType.ARCHER,5.852573558147907
18,9,3,74,46,1.7,CharacterType.ARCHER,5.521695367636795
6,3,37,47,57,1.4,CharacterType.ARCHER,5.456245066792357
25,4,14,11,96,1.7,CharacterType.ARCHER,5.337862191272803
5,82,11,50,2,1.8,CharacterType.ARCHER,5.212776968229758
18,11,2,86,33,1.5,CharacterType.ARCHER,5.197513714454988
22,10,23,89,6,1.3,CharacterType.ARCHER,4.921858700531721
9,10,12,84,35,1.4,CharacterType.ARCHER,4.704927431008525
24,3,4,46,73,1.4,CharacterType.ARCHER,4.662516934984032
4,98,9,17,22,1.7,CharacterType.ARCHER,4.4968809677986545
2,16,67,4,61,1.3,CharacterType.ARCHER,4.234230936710807
3,26,18,59,44,1.4,CharacterType.ARCHER,4.211522070797729
5,1,13,75,56,2.0,CharacterType.ARCHER,4.210978337045509
3,93,36,10,8,1.8,CharacterType.ARCHER,4.120195787304334
3,36,1,24,86,1.3,CharacterType.ARCHER,3.546490840004007
11,6,3,98,32,2.0,CharacterType.ARCHER,3.538993110204496
2,17,44,26,61,1.9,CharacterType.ARCHER,3.4620391504913224
9,6,18,7,110,1.5,CharacterType.ARCHER,3.4398586679680134
6,14,21,96,13,1.8,CharacterType.ARCHER,3.2628539868660225
1,32,17,36,64,1.8,CharacterType.ARCHER,3.00102077034911
2,43,11,11,83,1.3,CharacterType.ARCHER,2.672953196146935
2,34,84,29,1,1.8,CharacterType.ARCHER,2.107657880295369
79.0,38.0,29.0,1.0,2.0,1.4,CharacterType.ARCHER,45.13018264471619
49,70,18,3,10,1.8,CharacterType.ARCHER,44.74307189054102
66,21,45,5,13,1.9,CharacterType.ARCHER,41.02569038308668
49,40,36,12,13,2.0,CharacterType.ARCHER,36.42127327171362
56,63,5,5,21,1.6,CharacterType.ARCHER,36.17292717166794
61,44,16,24,5,1.5,CharacterType.ARCHER,35.99560191832713
54.0,15.0,67.0,8.0,4.0,2.0,CharacterType.ARCHER,33.440468263374335
