strength,agility,expertise,resistance,life,height,characterType,performance
62,61,3,11,13,1.9,CharacterType.ARCHER,47.528697989448645
92,42,3,5,8,2.0,CharacterType.ARCHER,40.7153029869683
94,45,4,2,5,1.6,CharacterType.ARCHER,39.51406933383113
38,77,18,5,12,2.0,CharacterType.ARCHER,37.09639161685543
62,58,1,9,20,1.7,CharacterType.ARCHER,35.875595174892325
60,19,58,10,3,1.5,CharacterType.ARCHER,34.965567173773636
82,31,15,13,9,1.7,CharacterType.ARCHER,32.427310627568005
34,67,5,34,10,1.9,CharacterType.ARCHER,31.094961864762592
72,27,24,11,16,1.6,CharacterType.ARCHER,30.55224050753447
40,24,75,4,7,1.4,CharacterType.ARCHER,30.473843753703914
45,57,6,13,29,1.4,CharacterType.ARCHER,30.442574186853236
47,16,78,6,3,1.7,CharacterType.ARCHER,29.666422965558343
45,54,6,43,2,1.5,CharacterType.ARCHER,28.96525192270464
44,38,32,17,19,1.6,CharacterType.ARCHER,28.09734289588796
88,5,43,7,7,1.5,CharacterType.ARCHER,27.024436540899757
26,84,29,9,2,1.6,CharacterType.ARCHER,26.252793522679273
56,52,25,9,8,1.3,CharacterType.ARCHER,25.888036761848376
41,14,75,11,9,1.6,CharacterType.ARCHER,24.852880322088144
23,64,32,27,4,1.8,CharacterType.ARCHER,23.602508661575705
36,27,28,45,14,1.9,CharacterType.ARCHER,23.223029610574606
25,38,56,22,9,1.4,CharacterType.ARCHER,21.546460708245906
19,63,52,2,14,1.7,CharacterType.ARCHER,19.895486593993407
45,36,36,15,18,1.3,CharacterType.ARCHER,19.806648552886408
29,49,7,11,54,2.0,CharacterType.ARCHER,19.644210340563447
29,61,4,54,2,1.6,CharacterType.ARCHER,19.427356371929875
71,12,17,14,36,1.8,CharacterType.ARCHER,19.391911710379194
38,28,19,61,4,2.0,CharacterType.ARCHER,19.141358866841177
35,2,76,9,28,1.4,CharacterType.ARCHER,18.90731946582195
32,40,15,31,32,1.6,CharacterType.ARCHER,18.89698717200544
35,8,62,18,27,1.7,CharacterType.ARCHER,18.42940026906316
37,11,41,19,42,2.0,CharacterType.ARCHER,18.04488316946898
46,16,21,51,16,2.0,CharacterType.ARCHER,17.363974788720718
38,64,2,5,41,1.3,CharacterType.ARCHER,17.257732409582342
26,26,26,16,56,1.9,CharacterType.ARCHER,17.094282607942315
28,8,77,31,6,1.5,CharacterType.ARCHER,16.961730032941567
54,25,22,24,25,1.3,CharacterType.ARCHER,16.33510242452372
23,37,28,43,19,1.4,CharacterType.ARCHER,16.20779595297209
73,6,20,31,20,1.8,CharacterType.ARCHER,16.14431399301873
52,14,15,7,62,1.8,CharacterType.ARCHER,15.91604801398919
51,18,11,68,2,2.0,CharacterType.ARCHER,15.599751629118645
66,16,5,37,26,1.5,CharacterType.ARCHER,15.151336070911723
64,16,9,55,6,1.7,CharacterType.ARCHER,15.070947789675389
25,33,18,17,57,1.4,CharacterType.ARCHER,14.92897291249601
18,32,60,15,25,1.6,CharacterType.ARCHER,14.891635507075035
21,38,28,31,32,1.6,CharacterType.ARCHER,14.79343463916518
35,8,39,55,13,2.0,CharacterType.ARCHER,14.67843756292077
32,26,10,55,27,2.0,CharacterType.ARCHER,14.601168698787431
75,23,5,12,35,1.3,CharacterType.ARCHER,13.91676799744493
21,22,46,49,12,1.4,CharacterType.ARCHER,13.554269937279008
110,8,8,4,20,1.4,CharacterType.ARCHER,13.348239376341782
36,10,26,32,46,1.4,CharacterType.ARCHER,13.33582456493918
18,26,38,43,25,1.8,CharacterType.ARCHER,13.078803622987746
43,3,28,62,14,1.9,CharacterType.ARCHER,12.809112572700986
19,38,18,37,38,1.7,CharacterType.ARCHER,12.695346231074451
25,21,62,19,23,1.3,CharacterType.ARCHER,12.49705707274104
12,68,39,22,9,1.6,CharacterType.ARCHER,12.172876345434613
11,82,25,5,27,1.4,CharacterType.ARCHER,12.149115278847631
11,63,54,9,13,1.7,CharacterType.ARCHER,12.01742113373368
43,15,8,53,31,1.4,CharacterType.ARCHER,11.981700736025056
31,25,1,25,68,1.8,CharacterType.ARCHER,11.843570389826887
17,45,4,52,32,1.5,CharacterType.ARCHER,11.363122024375379
26,25,7,27,65,1.5,CharacterType.ARCHER,11.29317097576691
11,64,15,21,39,1.8,CharacterType.ARCHER,10.960717800955416
9,98,19,18,6,1.8,CharacterType.ARCHER,10.898920495613906
52,6,16,35,41,1.6,CharacterType.ARCHER,10.87316320548133
22,1,51,58,18,1.9,CharacterType.ARCHER,10.817952275371018
11,41,29,23,46,1.9,CharacterType.ARCHER,10.709064188119779
20,18,62,17,33,1.3,CharacterType.ARCHER,10.646541656531408
97,9,3,17,24,1.7,CharacterType.ARCHER,10.374251568203217
35,1,29,24,61,1.4,CharacterType.ARCHER,10.1192942825831
10,36,83,2,19,1.7,CharacterType.ARCHER,10.108276627770712
18,59,13,44,16,1.3,CharacterType.ARCHER,9.972473645275775
19,35,32,6,58,1.3,CharacterType.ARCHER,9.962727788307832
75,8,14,28,25,1.3,CharacterType.ARCHER,9.762325151153394
28,30,9,18,65,1.3,CharacterType.ARCHER,9.722156819714138
21,3,36,33,57,1.9,CharacterType.ARCHER,9.675608646207609
8,54,77,3,8,1.7,CharacterType.ARCHER,8.989758719948986
95,6,5,4,40,1.4,CharacterType.ARCHER,8.846365505675163
21,26,8,90,5,2.0,CharacterType.ARCHER,8.82520748630644
59,8,5,55,23,1.7,CharacterType.ARCHER,8.488389188212013
34,16,5,84,11,1.7,CharacterType.ARCHER,8.454153776748523
9,46,27,22,46,1.7,CharacterType.ARCHER,8.299612735512675
6,62,50,8,24,1.9,CharacterType.ARCHER,8.267985763373249
11,41,59,11,28,1.3,CharacterType.ARCHER,8.111727279903219
9,40,21,28,52,1.8,CharacterType.ARCHER,8.080396055355717
25,9,24,89,3,1.5,CharacterType.ARCHER,7.593011283828662
10,55,4,63,18,1.7,CharacterType.ARCHER,7.579900304455139
16,13,31,15,75,1.3,CharacterType.ARCHER,7.313058125897795
27,10,13,90,10,1.8,CharacterType.ARCHER,7.216216848127317
18,7,21,29,75,1.7,CharacterType.ARCHER,7.172020281614281
27,9,6,57,51,1.4,CharacterType.ARCHER,7.037713781753981
23,6,12,31,78,1.7,CharacterType.ARCHER,6.409068566599679
11,30,23,11,75,1.3,CharacterType.ARCHER,6.2693666037236575
6,105,3,12,24,1.7,CharacterType.ARCHER,6.235230800784977
35,6,5,67,37,1.7,CharacterType.ARCHER,6.183124012249841
6,15,50,26,53,1.5,CharacterType.ARCHER,6.0454443133300915
5,76,54,12,3,1.6,CharacterType.ARCHER,5.782534125230322
6,11,62,39,32,1.8,CharacterType.ARCHER,5.741420099878144
6,40,37,60,7,1.5,CharacterType.ARCHER,5.149051248997019
3,12,54,44,37,1.3,CharacterType.ARCHER,5.032541982170283
25,4,13,6,102,1.8,CharacterType.ARCHER,4.997636879338948
11,16,13,12,98,2.0,CharacterType.ARCHER,4.977140147208823
5,71,3,62,9,1.4,CharacterType.ARCHER,4.589649229934384
3,6,28,46,67,1.5,CharacterType.ARCHER,4.558743948883465
4,26,18,45,57,1.9,CharacterType.ARCHER,4.389125685993255
8,32,15,92,3,1.5,CharacterType.ARCHER,4.378964973089953
10,27,4,8,101,1.6,CharacterType.ARCHER,4.376418964011411
3,37,49,14,47,1.9,CharacterType.ARCHER,4.317863773544969
3,41,2,54,50,1.7,CharacterType.ARCHER,4.130550728900822
4,36,34,61,15,2.0,CharacterType.ARCHER,4.026286155675125
2,29,11,42,66,1.7,CharacterType.ARCHER,3.902189343186215
4,3,44,6,93,1.5,CharacterType.ARCHER,3.8305615804501887
3,68,21,41,17,2.0,CharacterType.ARCHER,3.76092266010874
2,40,25,12,71,1.7,CharacterType.ARCHER,3.1441988893207333
21,1,2,83,43,1.9,CharacterType.ARCHER,2.9422247857787625
3,39,44,59,5,1.8,CharacterType.ARCHER,2.94128408305228
2,72,44,25,7,2.0,CharacterType.ARCHER,2.680058777856212
6,13,14,113,4,1.4,CharacterType.ARCHER,2.0236646702595937
2,46,41,58,3,1.3,CharacterType.ARCHER,1.4328751622513818
17,3,4,1,125,1.6,CharacterType.ARCHER,1.4297086684583764
62,61,3,11,13,1.9,CharacterType.ARCHER,47.528697989448645
92,42,3,5,8,2.0,CharacterType.ARCHER,40.7153029869683
94,45,4,2,5,1.6,CharacterType.ARCHER,39.51406933383113
38,77,18,5,12,2.0,CharacterType.ARCHER,37.09639161685543
62,58,1,9,20,1.7,CharacterType.ARCHER,35.875595174892325
60,19,58,10,3,1.5,CharacterType.ARCHER,34.965567173773636
82.0,31.0,15.0,13.0,9.0,1.7,CharacterType.ARCHER,32.427310627568005
82,31,15,13,9,1.7,CharacterType.ARCHER,32.427310627568005
54.0,54.0,1.0,4.0,35.0,1.5,CharacterType.ARCHER,31.989925167458185
34,67,5,34,10,1.9,CharacterType.ARCHER,31.094961864762592
72,27,24,11,16,1.6,CharacterType.ARCHER,30.55224050753447
40,24,75,4,7,1.4,CharacterType.ARCHER,30.473843753703914
45,57,6,13,29,1.4,CharacterType.ARCHER,30.442574186853236
47,16,78,6,3,1.7,CharacterType.ARCHER,29.666422965558343
45,54,6,43,2,1.5,CharacterType.ARCHER,28.96525192270464
44,38,32,17,19,1.6,CharacterType.ARCHER,28.09734289588796
88,5,43,7,7,1.5,CharacterType.ARCHER,27.024436540899757
92.0,18.0,18.0,4.0,16.0,1.4,CharacterType.ARCHER,26.87555512180973
26,84,29,9,2,1.6,CharacterType.ARCHER,26.252793522679273
56,52,25,9,8,1.3,CharacterType.ARCHER,25.888036761848376
41,14,75,11,9,1.6,CharacterType.ARCHER,24.852880322088144
