strength,agility,expertise,resistance,life,height,characterType,performance
62,67,11,3,7,2.0,CharacterType.ARCHER,48.48157856081961
46,47,45,10,2,1.9,CharacterType.ARCHER,45.54585441098877
53,58,28,7,4,1.7,CharacterType.ARCHER,40.88345957598794
68,23,50,4,5,1.4,CharacterType.ARCHER,38.49563536714248
65,33,36,5,11,1.6,CharacterType.ARCHER,36.5239467589948
39,54,38,10,9,1.4,CharacterType.ARCHER,34.277171445765994
67,38,13,4,28,1.5,CharacterType.ARCHER,33.66131832471022
46,40,40,13,11,1.7,CharacterType.ARCHER,32.4460934511121
34,84,11,2,19,1.5,CharacterType.ARCHER,32.011981646000024
47,41,13,21,28,1.9,CharacterType.ARCHER,31.86460106485746
45,24,43,19,19,1.9,CharacterType.ARCHER,31.54512771289017
71,58,16,3,2,1.3,CharacterType.ARCHER,30.462993102336245
65,26,23,27,9,2.0,CharacterType.ARCHER,30.450024895638933
43,43,11,30,23,1.9,CharacterType.ARCHER,29.856152054213105
65,39,9,35,2,1.7,CharacterType.ARCHER,29.840089304350943
80,19,20,19,12,1.8,CharacterType.ARCHER,28.42924260961432
33,58,20,3,36,1.5,CharacterType.ARCHER,26.96283898505649
77,11,34,26,2,2.0,CharacterType.ARCHER,26.81872195563761
59,37,4,31,19,1.5,CharacterType.ARCHER,26.55959993702034
27,39,78,5,1,1.4,CharacterType.ARCHER,25.941394807913888
57,33,7,19,34,1.4,CharacterType.ARCHER,24.718805646501604
25,46,62,14,3,1.4,CharacterType.ARCHER,24.137374652209335
96,8,29,14,3,1.5,CharacterType.ARCHER,24.085333857708736
23,53,28,4,42,1.9,CharacterType.ARCHER,23.093897520406784
50,3,56,2,39,1.8,CharacterType.ARCHER,22.52896370922428
37,35,19,13,46,1.5,CharacterType.ARCHER,21.669712807252292
27,43,29,21,30,2.0,CharacterType.ARCHER,21.545776370313643
19,69,37,7,18,1.8,CharacterType.ARCHER,21.49604107263849
22,51,33,26,18,1.8,CharacterType.ARCHER,20.531708922806562
41,31,5,65,8,1.9,CharacterType.ARCHER,20.021606916706236
70,20,10,23,27,1.7,CharacterType.ARCHER,19.882189920954588
54,7,36,8,45,2.0,CharacterType.ARCHER,19.64691119309352
43,15,32,36,24,1.5,CharacterType.ARCHER,18.873769289572305
79,18,5,34,14,1.5,CharacterType.ARCHER,18.250811877644292
45,4,47,37,17,1.5,CharacterType.ARCHER,17.6368362100024
37,5,48,13,47,1.8,CharacterType.ARCHER,17.21082211958619
20,58,15,43,14,1.7,CharacterType.ARCHER,15.568391683480769
44,14,22,20,50,1.7,CharacterType.ARCHER,15.342995406532276
16,30,75,2,27,1.4,CharacterType.ARCHER,14.86394276729219
26,12,37,8,67,1.9,CharacterType.ARCHER,14.277259610827242
23,25,38,62,2,2.0,CharacterType.ARCHER,14.267691706982182
49,17,3,54,27,1.9,CharacterType.ARCHER,14.029231307420762
