strength,agility,expertise,resistance,life,height,characterType,performance
64,36,14,30,6,1.9,CharacterType.ARCHER,37.22726338953411
79,18,40,10,3,1.8,CharacterType.ARCHER,37.014453650032344
52,40,31,21,6,1.4,CharacterType.ARCHER,34.69962532593704
41,31,43,22,13,1.9,CharacterType.ARCHER,32.78494252002252
44,56,22,11,17,1.6,CharacterType.ARCHER,32.251773605047426
46,29,47,19,9,1.5,CharacterType.ARCHER,30.757785324441922
56,8,62,6,18,1.8,CharacterType.ARCHER,29.468558239940315
41,25,53,9,22,2.0,CharacterType.ARCHER,28.942513445751565
83,14,34,3,16,1.7,CharacterType.ARCHER,28.358039870151035
30,94,10,14,2,1.6,CharacterType.ARCHER,27.943839416580253
54,24,31,14,27,1.5,CharacterType.ARCHER,27.411694992303353
47,9,66,6,22,2.0,CharacterType.ARCHER,26.719419445102297
59,27,16,26,22,2.0,CharacterType.ARCHER,26.424777865879136
34,47,23,41,5,2.0,CharacterType.ARCHER,25.62992989959702
47,12,50,7,34,2.0,CharacterType.ARCHER,24.6042608385336
34,32,50,11,23,1.7,CharacterType.ARCHER,24.515036609912713
34,36,33,33,14,1.5,CharacterType.ARCHER,23.47591809443242
86,23,3,14,24,2.0,CharacterType.ARCHER,23.306818640881843
26,45,38,30,11,2.0,CharacterType.ARCHER,22.512359028894966
32,39,21,6,52,1.8,CharacterType.ARCHER,22.029441222708062
36,39,16,25,34,1.5,CharacterType.ARCHER,22.020443884666864
36,23,27,27,37,1.9,CharacterType.ARCHER,21.486214840296554
34,11,65,8,32,2.0,CharacterType.ARCHER,21.31614133808375
53,30,7,18,42,1.7,CharacterType.ARCHER,20.79243907771167
44,18,28,16,44,2.0,CharacterType.ARCHER,20.421685778082573
22,61,8,24,35,1.9,CharacterType.ARCHER,20.373721916011867
32,34,22,43,19,2.0,CharacterType.ARCHER,20.116129204081343
74,23,3,15,35,1.7,CharacterType.ARCHER,19.43016998049624
21,36,78,4,11,1.7,CharacterType.ARCHER,19.20382926862619
77,3,31,33,6,2.0,CharacterType.ARCHER,18.66147984974023
33,27,30,53,7,1.4,CharacterType.ARCHER,18.47061609267826
32,10,61,31,16,1.5,CharacterType.ARCHER,18.120613815909497
19,25,60,12,34,1.9,CharacterType.ARCHER,17.447681879787126
28,32,27,19,44,1.7,CharacterType.ARCHER,17.25244955110265
16,66,32,12,24,2.0,CharacterType.ARCHER,17.083025424643395
34,45,36,30,5,1.3,CharacterType.ARCHER,17.008803946811685
28,4,97,13,8,1.6,CharacterType.ARCHER,16.617979438957374
45,24,9,3,69,1.5,CharacterType.ARCHER,16.32638559649097
29,18,44,33,26,1.6,CharacterType.ARCHER,16.160625442958693
19,35,48,22,26,1.4,CharacterType.ARCHER,15.91860989568704
15,76,21,3,35,2.0,CharacterType.ARCHER,15.899857834756506
29,6,61,4,50,1.4,CharacterType.ARCHER,15.845872371012678
39,31,2,55,23,1.7,CharacterType.ARCHER,15.52128699694518
34,1,50,45,20,1.9,CharacterType.ARCHER,15.496667466578653
16,20,86,22,6,1.9,CharacterType.ARCHER,15.234430451197795
41,18,9,29,53,1.9,CharacterType.ARCHER,15.089410643170782
116,3,15,14,2,1.9,CharacterType.ARCHER,15.024791148552527
17,32,72,6,23,1.6,CharacterType.ARCHER,14.914234786305155
35,3,41,5,66,1.9,CharacterType.ARCHER,14.848231730144478
59,2,30,18,41,1.5,CharacterType.ARCHER,14.809998786208238
22,45,20,60,3,1.6,CharacterType.ARCHER,14.320492494432516
21,37,25,12,55,1.7,CharacterType.ARCHER,14.20937361947679
25,17,48,55,5,1.4,CharacterType.ARCHER,14.16155191622158
18,50,9,56,17,1.8,CharacterType.ARCHER,13.602386786979489
27,9,56,56,2,1.4,CharacterType.ARCHER,13.56388853332531
22,3,72,27,26,2.0,CharacterType.ARCHER,13.307617548768437
38,18,10,35,49,1.4,CharacterType.ARCHER,13.032272660186198
