strength,agility,expertise,resistance,life,height,characterType,performance
56,69,10,13,2,1.4,CharacterType.ARCHER,43.056135900395695
60,15,67,4,4,1.9,CharacterType.ARCHER,41.19649560810231
50,65,28,4,3,1.6,CharacterType.ARCHER,41.007578473306594
49,49,43,2,7,1.4,CharacterType.ARCHER,40.97704574221193
46,49,40,10,5,1.8,CharacterType.ARCHER,40.67505154781017
49,73,18,6,4,1.7,CharacterType.ARCHER,40.65339065052458
46,30,48,6,20,1.9,CharacterType.ARCHER,37.30297935493785
47,61,23,13,6,1.6,CharacterType.ARCHER,36.063830344899216
44,57,16,4,29,1.8,CharacterType.ARCHER,35.244373856504744
35,77,5,28,5,1.9,CharacterType.ARCHER,34.95621610886757
42,67,5,21,15,1.7,CharacterType.ARCHER,30.277141192554417
68,25,19,23,15,1.8,CharacterType.ARCHER,29.695225353117817
46,49,10,13,32,1.5,CharacterType.ARCHER,29.22279103527553
54,13,61,3,19,1.6,CharacterType.ARCHER,27.841302099595698
112,23,4,9,2,2.0,CharacterType.ARCHER,27.279893330401976
58,21,32,14,25,1.4,CharacterType.ARCHER,27.272034692545173
28,24,81,8,9,1.9,CharacterType.ARCHER,26.952322019767394
38,49,3,35,25,1.9,CharacterType.ARCHER,26.897873904737438
48,6,79,4,13,1.5,CharacterType.ARCHER,26.864395377251544
75,10,37,19,9,1.5,CharacterType.ARCHER,26.024571417073226
81,2,43,11,13,1.8,CharacterType.ARCHER,24.77691846346823
29,31,72,15,3,1.5,CharacterType.ARCHER,24.642458098015297
24,56,49,9,12,1.4,CharacterType.ARCHER,24.125252712269646
24,69,29,24,4,1.4,CharacterType.ARCHER,23.43402813721792
38,26,25,36,25,1.9,CharacterType.ARCHER,23.23001768196499
29,72,10,35,4,1.6,CharacterType.ARCHER,23.181859631498078
32,19,80,6,13,1.7,CharacterType.ARCHER,22.88009233950181
21,59,45,6,19,2.0,CharacterType.ARCHER,22.466144434544955
28,33,53,5,31,1.6,CharacterType.ARCHER,21.23502709047604
39,44,4,12,51,1.7,CharacterType.ARCHER,20.659254361047715
76,8,30,21,15,1.6,CharacterType.ARCHER,20.3221735909623
42,8,51,10,39,1.4,CharacterType.ARCHER,20.003425626836595
67,16,14,36,17,1.4,CharacterType.ARCHER,19.00439413287938
31,44,7,26,42,1.5,CharacterType.ARCHER,18.957108988089537
39,5,62,34,10,1.4,CharacterType.ARCHER,18.898814967821775
35,7,57,18,33,2.0,CharacterType.ARCHER,18.76740235502603
29,44,9,62,6,1.8,CharacterType.ARCHER,18.564637870308307
43,9,41,27,30,1.5,CharacterType.ARCHER,18.466710641663244
104,12,8,3,23,2.0,CharacterType.ARCHER,17.747684019900156
54,23,7,35,31,1.7,CharacterType.ARCHER,17.463782374890478
19,68,14,8,41,1.4,CharacterType.ARCHER,16.992404086667236
57,9,25,53,6,2.0,CharacterType.ARCHER,16.84761771969309
22,59,9,18,42,1.6,CharacterType.ARCHER,16.294127781722217
22,53,6,47,22,1.4,CharacterType.ARCHER,15.629689089696889
26,30,29,3,62,1.7,CharacterType.ARCHER,15.587381797046794
33,33,4,37,43,1.7,CharacterType.ARCHER,15.09902384616914
66,2,30,25,27,1.6,CharacterType.ARCHER,14.855398735164197
45,15,22,60,8,1.6,CharacterType.ARCHER,14.786954575471041
31,3,59,4,53,1.6,CharacterType.ARCHER,14.609334108364777
51,27,12,47,13,1.3,CharacterType.ARCHER,13.761794653244863
25,8,70,39,8,1.6,CharacterType.ARCHER,13.73376079982695
14,69,22,33,12,1.4,CharacterType.ARCHER,13.60662265937996
28,28,4,41,49,1.8,CharacterType.ARCHER,12.998022923966598
18,41,29,49,13,1.6,CharacterType.ARCHER,12.90058354308115
38,18,10,8,76,1.8,CharacterType.ARCHER,12.77947057687361
44,7,23,49,27,1.5,CharacterType.ARCHER,12.64967076114766
13,88,6,2,41,1.5,CharacterType.ARCHER,12.646926958510189
49,17,5,13,66,1.5,CharacterType.ARCHER,12.63484020342125
10,102,22,8,8,1.8,CharacterType.ARCHER,12.545987724107317
35,18,29,18,50,1.3,CharacterType.ARCHER,11.996179165128725
18,26,35,51,20,1.5,CharacterType.ARCHER,11.917443868572958
19,35,11,30,55,1.5,CharacterType.ARCHER,11.665921931417543
47,17,4,72,10,1.4,CharacterType.ARCHER,11.53511014247331
14,84,39,8,5,1.3,CharacterType.ARCHER,10.432914931904861
