strength,agility,expertise,resistance,life,height,characterType,performance
62,59,14,6,9,1.4,CharacterType.ARCHER,43.654925121390384
85,35,6,21,3,1.9,CharacterType.ARCHER,39.42403212578015
70,50,5,17,8,1.7,CharacterType.ARCHER,36.58018517086734
28,79,36,3,4,1.9,CharacterType.ARCHER,36.21378546641201
40,81,9,7,13,1.4,CharacterType.ARCHER,35.55703719580184
55,25,51,5,14,1.5,CharacterType.ARCHER,34.608923145885946
65,24,32,24,5,1.8,CharacterType.ARCHER,33.45495367379754
50,37,28,32,3,2.0,CharacterType.ARCHER,32.44123805783102
31,80,31,2,6,1.7,CharacterType.ARCHER,31.18237340659863
48,49,20,23,10,1.6,CharacterType.ARCHER,31.17983392662846
47,33,31,10,29,1.8,CharacterType.ARCHER,30.945755641063673
39,16,72,14,9,1.9,CharacterType.ARCHER,30.40902608950279
35,53,42,2,18,1.6,CharacterType.ARCHER,29.850712224273874
75,5,50,17,3,1.8,CharacterType.ARCHER,28.830784721955197
50,30,33,19,18,1.7,CharacterType.ARCHER,28.05466760450776
67,18,29,11,25,1.5,CharacterType.ARCHER,27.01456604563634
34,72,2,11,31,1.4,CharacterType.ARCHER,26.90419263015691
32,50,38,17,13,1.7,CharacterType.ARCHER,26.31810802268692
39,46,13,21,31,2.0,CharacterType.ARCHER,26.305059258572324
43,36,10,25,36,1.8,CharacterType.ARCHER,23.685744766023625
29,34,52,2,33,1.5,CharacterType.ARCHER,23.452966738900233
25,64,32,11,18,1.7,CharacterType.ARCHER,23.099448286070956
36,8,63,23,20,1.9,CharacterType.ARCHER,22.78588633333321
49,16,43,35,7,1.6,CharacterType.ARCHER,22.456470876721742
35,33,32,32,18,1.7,CharacterType.ARCHER,21.764034216912076
29,40,27,23,31,1.5,CharacterType.ARCHER,20.868594305113454
33,21,58,33,5,1.7,CharacterType.ARCHER,20.65381530868892
37,39,13,37,24,1.7,CharacterType.ARCHER,20.608479242161575
66,14,24,7,39,1.6,CharacterType.ARCHER,20.445005132475064
56,23,15,32,24,1.6,CharacterType.ARCHER,20.38753107540212
23,47,35,38,7,2.0,CharacterType.ARCHER,19.924130310703124
22,50,34,5,39,1.4,CharacterType.ARCHER,19.33659449035093
19,81,7,30,13,1.8,CharacterType.ARCHER,18.863599608449697
77,20,25,18,10,1.3,CharacterType.ARCHER,18.48060848424304
72,12,17,2,47,1.4,CharacterType.ARCHER,18.07551110216931
54,4,33,25,34,1.8,CharacterType.ARCHER,17.111391626945423
77,11,16,32,14,1.7,CharacterType.ARCHER,16.853337538776593
62,12,18,20,38,1.7,CharacterType.ARCHER,16.52104275566097
22,28,53,10,37,1.6,CharacterType.ARCHER,16.320469717402997
69,21,18,15,27,1.3,CharacterType.ARCHER,16.212317058439528
19,42,46,26,17,1.7,CharacterType.ARCHER,16.034001551120024
25,13,51,33,28,2.0,CharacterType.ARCHER,15.235999504057093
24,2,97,23,4,2.0,CharacterType.ARCHER,15.187361023879056
20,10,87,19,14,1.8,CharacterType.ARCHER,15.004286262451405
16,45,48,26,15,1.5,CharacterType.ARCHER,14.98089033883855
56,18,4,4,68,1.8,CharacterType.ARCHER,14.540359833863429
19,32,49,31,19,1.6,CharacterType.ARCHER,14.412413838668087
24,18,44,13,51,1.7,CharacterType.ARCHER,14.308489908367928
60,18,19,16,37,1.3,CharacterType.ARCHER,14.129898106059324
17,72,7,12,42,1.6,CharacterType.ARCHER,14.106928315325794
27,26,21,23,53,1.6,CharacterType.ARCHER,13.99309999868885
13,114,3,18,2,1.5,CharacterType.ARCHER,13.963396670969281
29,52,11,26,32,1.3,CharacterType.ARCHER,13.951391001608492
18,65,2,56,9,1.4,CharacterType.ARCHER,13.880044060877083
56,23,9,28,34,1.3,CharacterType.ARCHER,13.180142903432408
21,52,52,21,4,1.3,CharacterType.ARCHER,13.071444204647065
19,40,19,65,7,2.0,CharacterType.ARCHER,12.963467944973363
26,4,49,20,51,2.0,CharacterType.ARCHER,12.936682789435627
77,8,12,38,15,1.6,CharacterType.ARCHER,12.556000387991153
17,40,7,38,48,1.9,CharacterType.ARCHER,12.312693710686963
32,17,13,45,43,2.0,CharacterType.ARCHER,12.300838051530077
42,4,46,5,53,1.3,CharacterType.ARCHER,11.936550991802296
29,2,46,10,63,1.7,CharacterType.ARCHER,11.877136078344103
34,6,34,4,72,1.6,CharacterType.ARCHER,11.809199582169319
22,6,47,20,55,2.0,CharacterType.ARCHER,11.74068718174278
47,1,32,68,2,2.0,CharacterType.ARCHER,11.732656729551593
26,22,12,64,26,1.5,CharacterType.ARCHER,11.200694680694232
12,56,14,50,18,1.8,CharacterType.ARCHER,10.692305830233732
9,60,53,6,22,1.5,CharacterType.ARCHER,10.426146785843978
88,2,15,36,9,1.4,CharacterType.ARCHER,10.359679833365057
11,13,83,13,30,1.9,CharacterType.ARCHER,10.263196445329836
18,10,40,5,77,1.8,CharacterType.ARCHER,9.79348738556524
67,7,10,61,5,1.7,CharacterType.ARCHER,9.629065926035036
10,67,7,32,34,2.0,CharacterType.ARCHER,9.58608700394152
34,12,18,79,7,1.6,CharacterType.ARCHER,9.547047477232686
33,18,8,45,46,1.3,CharacterType.ARCHER,9.044851919558226
19,22,8,39,62,2.0,CharacterType.ARCHER,9.012465493708012
14,53,20,17,46,1.3,CharacterType.ARCHER,8.7504567203057
10,19,73,6,42,1.6,CharacterType.ARCHER,8.742164329090556
10,47,22,54,17,1.5,CharacterType.ARCHER,8.439919181815222
16,32,4,23,75,1.6,CharacterType.ARCHER,8.217714944920742
64,8,5,62,11,1.6,CharacterType.ARCHER,8.211256437708098
15,1,70,7,57,1.3,CharacterType.ARCHER,8.048692638510069
13,8,57,59,13,1.8,CharacterType.ARCHER,7.992673340977418
13,28,85,15,9,1.3,CharacterType.ARCHER,7.977927955215178
6,94,9,4,37,1.9,CharacterType.ARCHER,7.500383642300559
10,36,5,44,55,1.4,CharacterType.ARCHER,7.188943187748679
34,4,12,66,34,1.5,CharacterType.ARCHER,6.99139549583864
12,15,18,48,57,1.8,CharacterType.ARCHER,6.970025767601257
7,45,22,32,44,1.6,CharacterType.ARCHER,6.756587389044601
