strength,agility,expertise,resistance,life,height,characterType,performance
77,38,19,14,2,1.9,CharacterType.ARCHER,47.08826509948212
62,53,22,5,8,1.6,CharacterType.ARCHER,41.01398013485371
41,81,10,16,2,1.8,CharacterType.ARCHER,39.17147556806545
71,40,21,7,11,1.7,CharacterType.ARCHER,37.92167378616492
49,59,18,16,8,1.4,CharacterType.ARCHER,37.45967749625648
61,60,4,11,14,1.6,CharacterType.ARCHER,36.98801255117162
35,61,28,15,11,1.9,CharacterType.ARCHER,36.702761224832884
47,31,41,8,23,1.9,CharacterType.ARCHER,36.33341133988241
33,71,25,18,3,2.0,CharacterType.ARCHER,32.675716665502875
53,19,57,19,2,2.0,CharacterType.ARCHER,32.66351847756495
113,15,18,2,2,1.9,CharacterType.ARCHER,31.751368839082012
38,68,12,3,29,1.5,CharacterType.ARCHER,31.42441456106328
41,53,22,32,2,1.4,CharacterType.ARCHER,30.864994792675137
59,32,27,14,18,1.6,CharacterType.ARCHER,30.466635777368708
65,19,42,4,20,1.7,CharacterType.ARCHER,30.425252826767874
47,40,24,15,24,1.5,CharacterType.ARCHER,30.27659841613744
48,43,15,32,12,2.0,CharacterType.ARCHER,30.27560592067743
48,54,2,30,16,1.7,CharacterType.ARCHER,28.129051551830965
42,26,50,29,3,1.5,CharacterType.ARCHER,27.47569018028572
44,14,66,11,15,1.5,CharacterType.ARCHER,26.736584547124053
66,21,26,4,33,1.6,CharacterType.ARCHER,25.760907819240938
41,7,69,28,5,1.9,CharacterType.ARCHER,25.729870052490995
37,53,11,40,9,1.4,CharacterType.ARCHER,25.543056683305522
27,71,13,10,29,1.8,CharacterType.ARCHER,25.538590333254632
22,58,40,29,1,1.9,CharacterType.ARCHER,24.905826318228552
47,14,38,8,43,1.9,CharacterType.ARCHER,24.879136497153254
44,15,61,3,27,1.6,CharacterType.ARCHER,24.776927966255677
61,56,8,4,21,1.3,CharacterType.ARCHER,24.67994714932648
37,17,56,3,37,2.0,CharacterType.ARCHER,23.797230180075864
40,20,42,22,26,2.0,CharacterType.ARCHER,23.496093328118864
45,37,16,40,12,1.6,CharacterType.ARCHER,23.48663235737519
78,14,25,22,11,1.6,CharacterType.ARCHER,22.95201136347326
102,2,33,5,8,1.8,CharacterType.ARCHER,22.630067782659477
73,13,27,1,36,1.6,CharacterType.ARCHER,22.247878129272877
71,27,2,39,11,1.5,CharacterType.ARCHER,22.222228214916324
90,22,25,10,3,1.3,CharacterType.ARCHER,21.11110772066912
40,62,19,7,22,1.3,CharacterType.ARCHER,20.969181008655138
72,8,27,17,26,2.0,CharacterType.ARCHER,20.652102049900027
60,21,12,23,34,1.5,CharacterType.ARCHER,20.39471544303285
44,24,18,3,61,1.8,CharacterType.ARCHER,20.274576851952663
51,4,45,25,25,1.8,CharacterType.ARCHER,20.20052087391226
32,18,47,14,39,2.0,CharacterType.ARCHER,19.919426466004087
35,15,49,9,42,1.5,CharacterType.ARCHER,19.86728707460668
36,20,42,27,25,1.7,CharacterType.ARCHER,19.802906635256505
21,88,6,20,15,1.7,CharacterType.ARCHER,19.201076949799752
20,33,57,38,2,1.9,CharacterType.ARCHER,19.063039957120143
17,87,19,24,3,2.0,CharacterType.ARCHER,18.60830163438084
32,17,51,20,30,1.6,CharacterType.ARCHER,18.411905646554175
28,15,76,27,4,1.7,CharacterType.ARCHER,18.116022969269384
19,45,68,15,3,1.7,CharacterType.ARCHER,18.02216320965974
22,24,63,16,25,2.0,CharacterType.ARCHER,17.879249534969958
36,27,20,54,13,1.4,CharacterType.ARCHER,17.82426703196265
32,38,8,51,21,1.4,CharacterType.ARCHER,17.506795445160705
56,2,36,16,40,1.8,CharacterType.ARCHER,17.274750215583097
20,26,71,10,23,1.5,CharacterType.ARCHER,16.969185178399197
23,31,28,50,18,1.9,CharacterType.ARCHER,16.943231659750488
45,6,39,2,58,1.5,CharacterType.ARCHER,16.781501783578733
17,66,34,12,21,1.7,CharacterType.ARCHER,16.713795180099222
27,5,68,17,33,1.8,CharacterType.ARCHER,16.348967653463884
17,25,82,4,22,1.8,CharacterType.ARCHER,16.04377420649656
26,42,11,20,51,1.7,CharacterType.ARCHER,15.80946778315675
18,69,9,11,43,1.4,CharacterType.ARCHER,15.652076296552995
15,47,63,23,2,2.0,CharacterType.ARCHER,15.649670598057288
18,16,84,24,8,1.8,CharacterType.ARCHER,14.519596150389496
24,28,75,13,10,1.3,CharacterType.ARCHER,13.23416882018085
50,9,22,68,1,1.4,CharacterType.ARCHER,13.14549269642573
20,10,63,4,53,1.4,CharacterType.ARCHER,12.986204873976739
29,47,8,25,41,1.3,CharacterType.ARCHER,12.882816633877404
25,9,40,6,70,1.8,CharacterType.ARCHER,12.42636445108976
