strength,agility,expertise,resistance,life,height,characterType,performance
97,28,12,9,4,1.9,CharacterType.ARCHER,39.519429907801516
50,42,49,2,7,1.7,CharacterType.ARCHER,38.09706851951656
74,38,18,9,11,1.6,CharacterType.ARCHER,35.835183702555156
62,38,18,9,23,2.0,CharacterType.ARCHER,35.38042393031642
63,26,29,19,13,2.0,CharacterType.ARCHER,32.372535716467034
39,35,32,27,17,1.9,CharacterType.ARCHER,30.267182818069877
50,42,21,7,30,1.7,CharacterType.ARCHER,30.11801134880967
34,93,2,14,7,1.7,CharacterType.ARCHER,29.883696000819658
64,38,4,36,8,1.5,CharacterType.ARCHER,28.57430042519335
61,37,3,47,2,2.0,CharacterType.ARCHER,27.416284220764098
46,37,16,44,7,1.8,CharacterType.ARCHER,27.021525503769485
54,11,51,2,32,1.4,CharacterType.ARCHER,25.847937664076873
40,61,1,41,7,1.6,CharacterType.ARCHER,25.497961096154416
69,18,24,14,25,1.4,CharacterType.ARCHER,25.320844641714853
63,19,24,34,10,2.0,CharacterType.ARCHER,25.256396524363442
39,43,22,35,11,1.7,CharacterType.ARCHER,24.909343529877404
27,37,55,11,20,1.8,CharacterType.ARCHER,24.601435875227168
38,11,59,25,17,1.9,CharacterType.ARCHER,24.48045109996242
73,15,23,29,10,2.0,CharacterType.ARCHER,24.34691929119618
62,25,14,20,29,1.6,CharacterType.ARCHER,22.72002820492363
38,12,57,26,17,2.0,CharacterType.ARCHER,21.937561587450148
61,6,46,15,22,1.6,CharacterType.ARCHER,21.864865204326698
56,27,13,3,51,1.7,CharacterType.ARCHER,21.78857923811725
99,19,7,8,17,1.7,CharacterType.ARCHER,21.5235714133145
38,43,10,21,38,1.6,CharacterType.ARCHER,21.44526663172239
36,8,73,15,18,1.5,CharacterType.ARCHER,21.25084508670756
23,69,13,11,34,1.6,CharacterType.ARCHER,19.104529420754645
30,19,60,28,13,1.7,CharacterType.ARCHER,19.059835330431994
33,20,37,47,13,1.8,CharacterType.ARCHER,18.836449282267463
45,6,50,45,4,1.5,CharacterType.ARCHER,18.702350705572034
62,16,39,6,27,1.3,CharacterType.ARCHER,18.147197805644016
